event_id,customer_id,event_type,page_url,event_timestamp,device_type,time_diff,new_session,session_id
1447,20.0, page_view,/product/101,2025-04-02 18:48:15+00:00,Other,17 days 10:38:53,True,5
655,20.0,Purchase,/home,2025-04-12 15:19:44+00:00,Mobile,9 days 20:31:29,True,6
1780,20.0,Purchase,/home,2025-05-09 02:31:16+00:00,Other,26 days 11:11:32,True,7
1089,20.0,pageview,/help,2025-05-24 17:40:30+00:00,Desktop,15 days 15:09:14,True,8
875,20.0,clik,/cart,2025-06-12 02:33:54+00:00,Desktop,18 days 08:53:24,True,9
1209,20.0,PURCHASE,/search,2025-06-12 08:09:09+00:00,Mobile,0 days 05:35:15,True,10
1055,20.0,Logout,/search,2025-07-17 05:32:00+00:00,Mobile,34 days 21:22:51,True,11
1910,20.0,log_out,/orders,2025-07-17 09:53:19+00:00,Other,0 days 04:21:19,True,12
999,21.0,Add_To_Cart,/product/105,2025-01-07 04:56:00+00:00,Mobile,,False,0
1084,21.0,log_out,/product/101,2025-01-07 22:13:24+00:00,Mobile,0 days 17:17:24,True,1
1106,21.0, page_view,/checkout,2025-01-16 19:48:00+00:00,Mobile,8 days 21:34:36,True,2
726,21.0,pageview,/account,2025-02-02 23:13:25+00:00,Mobile,17 days 03:25:25,True,3
1634,21.0,LOG OUT,/account,2025-02-16 14:48:21+00:00,Mobile,13 days 15:34:56,True,4
344,21.0,pageview,/orders,2025-02-22 17:22:00+00:00,Desktop,6 days 02:33:39,True,5
10,21.0, purchase ,/product/105,2025-03-15 10:18:41+00:00,Mobile,20 days 16:56:41,True,6
455,21.0,PURCHASE,/search,2025-04-07 19:43:00+00:00,Other,23 days 09:24:19,True,7
1655,21.0,Logout,/home,2025-04-13 11:34:05+00:00,Mobile,5 days 15:51:05,True,8
1490,21.0,Logout,/product/101,2025-05-12 01:45:36+00:00,Desktop,28 days 14:11:31,True,9
1354,21.0,PURCHASE,/home,2025-05-19 14:59:06+00:00,Desktop,7 days 13:13:30,True,10
1836,21.0,LOG OUT,/products,2025-05-22 12:36:35+00:00,Mobile,2 days 21:37:29,True,11
1402,21.0,search,/home,2025-06-14 18:10:49+00:00,Other,23 days 05:34:14,True,12
1489,21.0,click,/product/101,2025-06-15 21:35:31+00:00,Other,1 days 03:24:42,True,13
493,22.0,Add_To_Cart,/help,2025-01-02 16:49:36+00:00,Other,,False,0
1343,22.0,purchase,/search,2025-01-21 14:00:13+00:00,Mobile,18 days 21:10:37,True,1
1219,22.0,LOG OUT,/help,2025-01-22 03:05:05+00:00,Mobile,0 days 13:04:52,True,2
129,22.0, purchase ,/checkout,2025-01-26 15:50:55+00:00,Desktop,4 days 12:45:50,True,3
1137,22.0,PURCHASE,/product/105,2025-01-28 00:54:01+00:00,Mobile,1 days 09:03:06,True,4
594,22.0, purchase ,/product/101,2025-02-03 17:26:30+00:00,Mobile,6 days 16:32:29,True,5
869,22.0,add_to_cart,/product/105,2025-02-06 03:13:35+00:00,Mobile,2 days 09:47:05,True,6
1257,22.0,log_out,/home,2025-02-13 03:53:56+00:00,Mobile,7 days 00:40:21,True,7
185,22.0,serach,/products,2025-02-20 06:07:00+00:00,Desktop,7 days 02:13:04,True,8
3,22.0,serach,/product/101,2025-03-04 01:36:44+00:00,Desktop,11 days 19:29:44,True,9
775,22.0,log_out,/product/105,2025-03-14 00:41:50+00:00,Mobile,9 days 23:05:06,True,10
1346,22.0,add_to_cart,/product/101,2025-03-17 16:02:52+00:00,Other,3 days 15:21:02,True,11
1230,22.0,purchase,/search,2025-03-27 04:02:56+00:00,Desktop,9 days 12:00:04,True,12
1348,22.0,page_view,/product/101,2025-05-06 18:34:52+00:00,Mobile,40 days 14:31:56,True,13
1639,22.0,CLICK ,/product/101,2025-05-19 09:29:04+00:00,Mobile,12 days 14:54:12,True,14
1132,22.0,click,/help,2025-05-23 11:32:24+00:00,Desktop,4 days 02:03:20,True,15
490,22.0,Purchase,/orders,2025-06-18 20:51:28+00:00,Desktop,26 days 09:19:04,True,16
1885,23.0,PURCHASE,/products,2025-01-01 19:21:14+00:00,Other,,False,0
932,23.0,ADD TO CART,/checkout,2025-01-01 19:38:00+00:00,Mobile,0 days 00:16:46,False,0
912,23.0,click,/account,2025-01-31 01:28:40+00:00,Mobile,29 days 05:50:40,True,1
1001,23.0,logout,/product/101,2025-01-31 15:47:00+00:00,Other,0 days 14:18:20,True,2
1196,23.0,PURCHASE,/product/101,2025-02-17 07:50:00+00:00,Mobile,16 days 16:03:00,True,3
1281,23.0,purchase,/products,2025-02-24 02:09:26+00:00,Other,6 days 18:19:26,True,4
112,23.0, purchase ,/orders,2025-03-05 03:29:06+00:00,Mobile,9 days 01:19:40,True,5
823,23.0, purchase ,/products,2025-03-06 03:02:54+00:00,Mobile,0 days 23:33:48,True,6
188,23.0,Click,/products,2025-06-03 19:56:20+00:00,Other,89 days 16:53:26,True,7
619,23.0,ADD TO CART,/help,2025-06-12 06:17:00+00:00,Mobile,8 days 10:20:40,True,8
714,23.0,Add_To_Cart,/account,2025-06-20 21:19:00+00:00,Other,8 days 15:02:00,True,9
1680,23.0,Page_View,/account,2025-06-28 12:34:24+00:00,Other,7 days 15:15:24,True,10
1035,23.0,PAGEVIEW,/checkout,2025-07-09 07:20:00+00:00,Mobile,10 days 18:45:36,True,11
1103,24.0,search,/search,2025-01-02 02:11:00+00:00,Mobile,,False,0
1545,24.0,log_out,/cart,2025-01-12 07:53:00+00:00,Mobile,10 days 05:42:00,True,1
1194,24.0,Add_To_Cart,/orders,2025-01-24 19:03:36+00:00,Mobile,12 days 11:10:36,True,2
658,24.0,serach,/cart,2025-01-26 10:04:45+00:00,Mobile,1 days 15:01:09,True,3
1744,24.0,Purchase,/checkout,2025-02-12 01:59:16+00:00,Mobile,16 days 15:54:31,True,4
1834,24.0,Purchase,/search,2025-02-16 01:45:11+00:00,Mobile,3 days 23:45:55,True,5
1827,24.0,add_to_cart,/search,2025-03-06 04:00:28+00:00,Other,18 days 02:15:17,True,6
434,24.0,Logout,/orders,2025-03-22 21:51:00+00:00,Other,16 days 17:50:32,True,7
1977,24.0,CLICK ,/product/105,2025-04-12 14:24:39+00:00,Mobile,20 days 16:33:39,True,8
200,24.0,Logout,/account,2025-04-14 02:22:14+00:00,Other,1 days 11:57:35,True,9
673,24.0,add-to-cart,/orders,2025-04-20 16:45:56+00:00,Desktop,6 days 14:23:42,True,10
727,24.0,logout,/search,2025-06-17 20:25:00+00:00,Mobile,58 days 03:39:04,True,11
1899,24.0, page_view,/product/101,2025-06-23 00:30:12+00:00,Mobile,5 days 04:05:12,True,12
1588,24.0,serach,/product/105,2025-07-04 11:39:22+00:00,Desktop,11 days 11:09:10,True,13
1504,24.0,add_to_cart,/orders,2025-07-14 18:23:59+00:00,Mobile,10 days 06:44:37,True,14
272,24.0,add-to-cart,/home,2025-07-16 22:15:00+00:00,Desktop,2 days 03:51:01,True,15
159,25.0,serach,/orders,2025-01-14 04:08:00+00:00,Other,,False,0
1290,25.0, page_view,/orders,2025-01-15 20:47:38+00:00,Mobile,1 days 16:39:38,True,1
1206,25.0,Logout,/home,2025-02-07 23:45:00+00:00,Mobile,23 days 02:57:22,True,2
1670,25.0,PAGEVIEW,/home,2025-02-15 08:15:56+00:00,Desktop,7 days 08:30:56,True,3
1367,25.0,logout,/checkout,2025-03-08 02:43:00+00:00,Mobile,20 days 18:27:04,True,4
1082,25.0,SEARCH,/search,2025-07-15 13:23:00+00:00,Desktop,129 days 10:40:00,True,5
1245,25.0,purchase,/product/105,2025-07-19 15:35:00+00:00,Other,4 days 02:12:00,True,6
1372,26.0,SEARCH,/help,2025-01-10 02:53:23+00:00,Other,,False,0
1070,26.0,log_out,/product/105,2025-01-10 15:30:06+00:00,Desktop,0 days 12:36:43,True,1
401,26.0,pageview,/home,2025-01-29 14:29:26+00:00,Other,18 days 22:59:20,True,2
247,26.0,CLICK ,/product/105,2025-03-05 19:22:09+00:00,Mobile,35 days 04:52:43,True,3
1073,26.0, page_view,/account,2025-03-16 16:04:14+00:00,Desktop,10 days 20:42:05,True,4
1613,26.0,add-to-cart,/home,2025-03-26 01:01:26+00:00,Other,9 days 08:57:12,True,5
1592,26.0,page_view,/search,2025-04-12 03:22:41+00:00,Desktop,17 days 02:21:15,True,6
448,26.0,log_out,/products,2025-04-19 23:31:17+00:00,Desktop,7 days 20:08:36,True,7
1360,26.0,Search,/home,2025-04-26 08:24:49+00:00,Mobile,6 days 08:53:32,True,8
1587,26.0,PURCHASE,/checkout,2025-05-13 12:11:58+00:00,Mobile,17 days 03:47:09,True,9
696,26.0,click,/product/101,2025-05-21 22:16:57+00:00,Other,8 days 10:04:59,True,10
480,26.0,Add_To_Cart,/account,2025-05-27 07:01:01+00:00,Desktop,5 days 08:44:04,True,11
1955,26.0,PAGEVIEW,/account,2025-06-08 18:21:46+00:00,Desktop,12 days 11:20:45,True,12
593,26.0,PURCHASE,/product/105,2025-06-18 16:04:29+00:00,Other,9 days 21:42:43,True,13
1263,26.0,Click,/account,2025-06-20 21:15:00+00:00,Desktop,2 days 05:10:31,True,14
1520,26.0,logout,/product/105,2025-07-05 02:02:00+00:00,Mobile,14 days 04:47:00,True,15
379,26.0,clik,/products,2025-07-16 13:13:39+00:00,Mobile,11 days 11:11:39,True,16
660,27.0,Page_View,/help,2025-01-02 17:28:00+00:00,Mobile,,False,0
1002,27.0,LOG OUT,/search,2025-01-29 14:01:00+00:00,Other,26 days 20:33:00,True,1
35,27.0,ADD TO CART,/home,2025-02-18 23:07:00+00:00,Desktop,20 days 09:06:00,True,2
1134,27.0, page_view,/products,2025-02-22 06:48:36+00:00,Desktop,3 days 07:41:36,True,3
1064,27.0,logout,/home,2025-02-22 22:07:00+00:00,Mobile,0 days 15:18:24,True,4
1484,27.0,add_to_cart,/search,2025-02-25 14:45:50+00:00,Mobile,2 days 16:38:50,True,5
1279,27.0,add-to-cart,/home,2025-02-27 19:08:02+00:00,Desktop,2 days 04:22:12,True,6
1400,27.0,SEARCH,/orders,2025-03-02 20:34:25+00:00,Mobile,3 days 01:26:23,True,7
1852,27.0,Click,/product/101,2025-03-05 12:58:10+00:00,Other,2 days 16:23:45,True,8
1946,27.0,Purchase,/home,2025-04-06 17:35:25+00:00,Desktop,32 days 04:37:15,True,9
508,27.0,Click,/account,2025-05-18 06:05:00+00:00,Mobile,41 days 12:29:35,True,10
1204,27.0,purchase,/product/105,2025-06-13 03:18:23+00:00,Other,25 days 21:13:23,True,11
1408,27.0,Search,/search,2025-06-20 09:49:33+00:00,Mobile,7 days 06:31:10,True,12
595,27.0,CLICK ,/account,2025-06-20 15:10:38+00:00,Desktop,0 days 05:21:05,True,13
1629,27.0,Click,/account,2025-06-21 23:08:02+00:00,Desktop,1 days 07:57:24,True,14
95,27.0,CLICK ,/account,2025-07-15 20:43:41+00:00,Desktop,23 days 21:35:39,True,15
161,27.0,Click,/search,2025-07-19 02:08:00+00:00,Other,3 days 05:24:19,True,16
9,28.0,LOG OUT,/orders,2025-02-05 03:39:47+00:00,Desktop,,False,0
1815,28.0,search,/help,2025-02-26 18:08:18+00:00,Desktop,21 days 14:28:31,True,1
1540,28.0,add_to_cart,/products,2025-04-08 10:16:00+00:00,Mobile,40 days 16:07:42,True,2
228,28.0, purchase ,/product/101,2025-04-16 19:09:50+00:00,Mobile,8 days 08:53:50,True,3
1983,28.0,clik,/product/101,2025-05-07 14:29:29+00:00,Desktop,20 days 19:19:39,True,4
218,28.0,LOG OUT,/orders,2025-05-19 15:41:49+00:00,Other,12 days 01:12:20,True,5
1207,28.0,add_to_cart,/search,2025-06-06 14:22:00+00:00,Desktop,17 days 22:40:11,True,6
1531,28.0,CLICK ,/help,2025-06-12 19:21:00+00:00,Desktop,6 days 04:59:00,True,7
403,28.0,PURCHASE,/home,2025-07-08 07:15:00+00:00,Desktop,25 days 11:54:00,True,8
953,28.0,LOG OUT,/product/101,2025-07-16 23:25:00+00:00,Other,8 days 16:10:00,True,9
1041,29.0,Click,/home,2025-01-06 19:30:00+00:00,Other,,False,0
86,29.0,purchase,/home,2025-01-31 13:44:00+00:00,Mobile,24 days 18:14:00,True,1
834,29.0, purchase ,/cart,2025-02-28 00:59:03+00:00,Desktop,27 days 11:15:03,True,2
1713,29.0,Purchase,/help,2025-03-07 12:40:00+00:00,Desktop,7 days 11:40:57,True,3
1266,29.0,SEARCH,/search,2025-03-11 05:30:00+00:00,Mobile,3 days 16:50:00,True,4
1040,29.0,Page_View,/orders,2025-03-12 00:31:14+00:00,Desktop,0 days 19:01:14,True,5
561,29.0,purchase,/product/105,2025-03-26 09:04:40+00:00,Mobile,14 days 08:33:26,True,6
1192,29.0,Search,/home,2025-04-04 01:48:14+00:00,Mobile,8 days 16:43:34,True,7
1045,29.0,logout,/search,2025-05-08 18:27:04+00:00,Mobile,34 days 16:38:50,True,8
642,29.0,serach,/products,2025-05-17 20:46:31+00:00,Other,9 days 02:19:27,True,9
120,29.0,PURCHASE,/product/101,2025-06-01 10:51:47+00:00,Other,14 days 14:05:16,True,10
240,30.0,search,/checkout,2025-01-01 05:05:00+00:00,Other,,False,0
616,30.0,ADD TO CART,/product/105,2025-01-14 21:15:51+00:00,Desktop,13 days 16:10:51,True,1
1745,30.0,logout,/checkout,2025-02-04 00:17:00+00:00,Mobile,20 days 03:01:09,True,2
444,30.0,add_to_cart,/search,2025-02-04 15:48:23+00:00,Desktop,0 days 15:31:23,True,3
12,30.0,search,/product/101,2025-02-15 01:53:00+00:00,Mobile,10 days 10:04:37,True,4
1554,30.0,click,/cart,2025-03-13 15:17:41+00:00,Mobile,26 days 13:24:41,True,5
1533,30.0,page_view,/home,2025-03-15 21:39:00+00:00,Mobile,2 days 06:21:19,True,6
1303,30.0,ADD TO CART,/orders,2025-03-17 06:55:58+00:00,Mobile,1 days 09:16:58,True,7
1277,30.0,add_to_cart,/account,2025-04-02 14:35:44+00:00,Mobile,16 days 07:39:46,True,8
1607,30.0,Logout,/product/101,2025-04-10 21:48:00+00:00,Other,8 days 07:12:16,True,9
1932,30.0,click,/help,2025-04-20 13:38:51+00:00,Desktop,9 days 15:50:51,True,10
491,30.0,PURCHASE,/product/101,2025-04-22 03:57:00+00:00,Mobile,1 days 14:18:09,True,11
891,30.0,purchase,/cart,2025-06-11 02:06:35+00:00,Desktop,49 days 22:09:35,True,12
245,30.0,PURCHASE,/orders,2025-06-29 08:15:18+00:00,Other,18 days 06:08:43,True,13
27,30.0,Add_To_Cart,/cart,2025-07-05 03:02:51+00:00,Other,5 days 18:47:33,True,14
991,30.0,Add_To_Cart,/cart,2025-07-11 00:08:07+00:00,Other,5 days 21:05:16,True,15
517,30.0,clik,/cart,2025-07-20 11:49:02+00:00,Desktop,9 days 11:40:55,True,16
1225,31.0,ADD TO CART,/product/105,2025-02-08 22:09:02+00:00,Mobile,,False,0
847,31.0,PAGEVIEW,/cart,2025-03-05 17:18:21+00:00,Other,24 days 19:09:19,True,1
1803,31.0,serach,/products,2025-04-30 20:35:26+00:00,Mobile,56 days 03:17:05,True,2
138,31.0, page_view,/home,2025-05-13 18:43:39+00:00,Mobile,12 days 22:08:13,True,3
1777,31.0,purchase,/search,2025-05-28 19:38:00+00:00,Desktop,15 days 00:54:21,True,4
563,31.0,log_out,/products,2025-05-29 03:05:03+00:00,Other,0 days 07:27:03,True,5
275,31.0,add_to_cart,/product/101,2025-05-30 03:25:50+00:00,Mobile,1 days 00:20:47,True,6
1275,31.0,PAGEVIEW,/help,2025-06-11 07:02:30+00:00,Desktop,12 days 03:36:40,True,7
530,31.0,Logout,/checkout,2025-06-20 22:36:43+00:00,Other,9 days 15:34:13,True,8
1975,32.0,search,/help,2025-01-07 19:23:00+00:00,Desktop,,False,0
1090,32.0,Search,/search,2025-01-11 04:56:00+00:00,Other,3 days 09:33:00,True,1
1058,32.0,clik,/product/105,2025-01-11 11:03:00+00:00,Mobile,0 days 06:07:00,True,2
1818,32.0,LOG OUT,/product/105,2025-01-24 02:00:20+00:00,Mobile,12 days 14:57:20,True,3
531,32.0,Logout,/checkout,2025-02-07 22:27:00+00:00,Mobile,14 days 20:26:40,True,4
1926,32.0,click,/orders,2025-03-06 19:52:15+00:00,Other,26 days 21:25:15,True,5
1312,32.0,add-to-cart,/search,2025-03-14 19:07:00+00:00,Mobile,7 days 23:14:45,True,6
1299,32.0,Purchase,/orders,2025-04-13 08:15:09+00:00,Mobile,29 days 13:08:09,True,7
1301,32.0,Search,/checkout,2025-05-16 13:13:00+00:00,Desktop,33 days 04:57:51,True,8
104,32.0,log_out,/product/105,2025-05-20 07:09:00+00:00,Mobile,3 days 17:56:00,True,9
1466,32.0,ADD TO CART,/account,2025-07-20 04:54:40+00:00,Other,60 days 21:45:40,True,10
100,33.0,logout,/product/105,2025-01-01 01:54:55+00:00,Desktop,,False,0
1519,33.0,purchase,/account,2025-01-23 19:50:46+00:00,Mobile,22 days 17:55:51,True,1
825,33.0,SEARCH,/product/105,2025-02-11 13:52:33+00:00,Mobile,18 days 18:01:47,True,2
377,33.0,search,/search,2025-03-12 13:44:57+00:00,Other,28 days 23:52:24,True,3
1069,33.0,serach,/cart,2025-03-14 18:16:06+00:00,Other,2 days 04:31:09,True,4
1149,33.0,Search,/product/105,2025-03-27 15:07:20+00:00,Other,12 days 20:51:14,True,5
1689,33.0,Page_View,/home,2025-05-19 18:35:12+00:00,Mobile,53 days 03:27:52,True,6
212,33.0,click,/orders,2025-05-21 02:18:42+00:00,Desktop,1 days 07:43:30,True,7
1619,33.0,add_to_cart,/account,2025-06-04 18:15:48+00:00,Desktop,14 days 15:57:06,True,8
601,33.0, page_view,/home,2025-06-27 21:47:00+00:00,Other,23 days 03:31:12,True,9
1862,33.0,click,/orders,2025-07-01 08:40:51+00:00,Other,3 days 10:53:51,True,10
1026,33.0, purchase ,/help,2025-07-01 22:55:00+00:00,Desktop,0 days 14:14:09,True,11
1846,34.0,SEARCH,/home,2025-01-01 16:54:00+00:00,Desktop,,False,0
368,34.0,clik,/product/101,2025-01-09 10:05:09+00:00,Mobile,7 days 17:11:09,True,1
1016,34.0,add-to-cart,/home,2025-02-02 03:14:29+00:00,Mobile,23 days 17:09:20,True,2
831,34.0,PAGEVIEW,/account,2025-03-27 01:08:13+00:00,Other,52 days 21:53:44,True,3
99,34.0,logout,/search,2025-04-03 01:31:54+00:00,Mobile,7 days 00:23:41,True,4
922,34.0,pageview,/product/101,2025-04-30 18:20:23+00:00,Other,27 days 16:48:29,True,5
1641,34.0,log_out,/products,2025-05-02 20:40:00+00:00,Other,2 days 02:19:37,True,6
533,34.0,serach,/search,2025-05-06 23:26:52+00:00,Mobile,4 days 02:46:52,True,7
584,34.0,add_to_cart,/cart,2025-05-12 17:41:00+00:00,Desktop,5 days 18:14:08,True,8
1961,34.0,Search,/search,2025-05-26 14:44:00+00:00,Desktop,13 days 21:03:00,True,9
155,34.0, purchase ,/home,2025-05-27 06:21:46+00:00,Desktop,0 days 15:37:46,True,10
505,34.0,Click,/product/101,2025-06-04 08:55:43+00:00,Other,8 days 02:33:57,True,11
1066,34.0,PURCHASE,/product/105,2025-06-17 23:58:00+00:00,Mobile,13 days 15:02:17,True,12
1362,34.0,logout,/help,2025-07-01 20:44:17+00:00,Mobile,13 days 20:46:17,True,13
1052,34.0,CLICK ,/products,2025-07-12 03:33:16+00:00,Mobile,10 days 06:48:59,True,14
745,34.0,page_view,/account,2025-07-12 09:10:00+00:00,Other,0 days 05:36:44,True,15
1954,35.0,ADD TO CART,/search,2025-01-15 17:43:57+00:00,Mobile,,False,0
462,35.0,log_out,/account,2025-01-20 20:52:19+00:00,Desktop,5 days 03:08:22,True,1
1456,35.0,add-to-cart,/orders,2025-01-27 07:53:20+00:00,Mobile,6 days 11:01:01,True,2
109,35.0,Click,/help,2025-01-28 05:28:00+00:00,Other,0 days 21:34:40,True,3
1720,35.0,clik,/search,2025-02-10 16:25:33+00:00,Mobile,13 days 10:57:33,True,4
1120,35.0,PURCHASE,/help,2025-02-21 20:12:59+00:00,Mobile,11 days 03:47:26,True,5
483,35.0, purchase ,/product/101,2025-02-22 19:13:00+00:00,Desktop,0 days 23:00:01,True,6
1476,35.0,serach,/cart,2025-04-05 09:41:00+00:00,Mobile,41 days 14:28:00,True,7
840,35.0,logout,/home,2025-04-16 22:39:00+00:00,Mobile,11 days 12:58:00,True,8
1998,35.0,SEARCH,/orders,2025-04-24 19:17:00+00:00,Desktop,7 days 20:38:00,True,9
1883,35.0,Add_To_Cart,/orders,2025-05-27 08:28:36+00:00,Mobile,32 days 13:11:36,True,10
1254,35.0,click,/products,2025-05-31 00:06:00+00:00,Mobile,3 days 15:37:24,True,11
1148,35.0,purchase,/product/105,2025-06-16 14:00:00+00:00,Desktop,16 days 13:54:00,True,12
1905,35.0,LOG OUT,/product/105,2025-06-28 04:50:55+00:00,Mobile,11 days 14:50:55,True,13
715,35.0,SEARCH,/cart,2025-07-02 02:50:00+00:00,Mobile,3 days 21:59:05,True,14
1739,35.0,add_to_cart,/product/105,2025-07-16 10:34:00+00:00,Mobile,14 days 07:44:00,True,15
1696,36.0, purchase ,/checkout,2025-01-10 12:09:50+00:00,Mobile,,False,0
942,36.0,Purchase,/orders,2025-01-11 02:20:23+00:00,Mobile,0 days 14:10:33,True,1
1601,36.0,PAGEVIEW,/checkout,2025-01-19 05:59:40+00:00,Mobile,8 days 03:39:17,True,2
1138,36.0,add-to-cart,/account,2025-02-10 03:03:23+00:00,Desktop,21 days 21:03:43,True,3
1768,36.0,click,/product/101,2025-02-12 06:47:00+00:00,Mobile,2 days 03:43:37,True,4
791,36.0,log_out,/account,2025-02-26 23:52:56+00:00,Desktop,14 days 17:05:56,True,5
55,36.0,purchase,/checkout,2025-03-05 23:40:31+00:00,Desktop,6 days 23:47:35,True,6
47,36.0,logout,/product/101,2025-03-22 00:13:37+00:00,Other,16 days 00:33:06,True,7
79,36.0,Click,/product/105,2025-03-24 07:48:53+00:00,Other,2 days 07:35:16,True,8
1525,36.0,PURCHASE,/search,2025-04-01 02:23:25+00:00,Desktop,7 days 18:34:32,True,9
1339,36.0, purchase ,/search,2025-04-11 05:03:00+00:00,Mobile,10 days 02:39:35,True,10
117,36.0,Purchase,/orders,2025-05-20 00:24:50+00:00,Other,38 days 19:21:50,True,11
1401,36.0,clik,/products,2025-05-27 10:07:29+00:00,Other,7 days 09:42:39,True,12
367,36.0,add_to_cart,/products,2025-06-01 23:09:00+00:00,Other,5 days 13:01:31,True,13
800,36.0,pageview,/orders,2025-06-06 03:27:00+00:00,Other,4 days 04:18:00,True,14
688,36.0,Add_To_Cart,/account,2025-06-30 03:44:46+00:00,Mobile,24 days 00:17:46,True,15
988,36.0,PURCHASE,/products,2025-07-11 02:20:49+00:00,Other,10 days 22:36:03,True,16
886,37.0,Click,/home,2025-02-01 12:41:25+00:00,Desktop,,False,0
684,37.0, purchase ,/checkout,2025-02-11 21:12:30+00:00,Desktop,10 days 08:31:05,True,1
1385,37.0,pageview,/product/105,2025-02-14 22:34:51+00:00,Mobile,3 days 01:22:21,True,2
1238,37.0,clik,/orders,2025-02-15 17:41:12+00:00,Other,0 days 19:06:21,True,3
802,37.0,add_to_cart,/search,2025-03-14 18:07:00+00:00,Desktop,27 days 00:25:48,True,4
1633,37.0,Add_To_Cart,/home,2025-03-23 01:09:14+00:00,Other,8 days 07:02:14,True,5
1939,37.0,PAGEVIEW,/search,2025-04-24 23:34:26+00:00,Desktop,32 days 22:25:12,True,6
1879,37.0,Search,/search,2025-05-01 21:57:24+00:00,Other,6 days 22:22:58,True,7
1265,37.0,Add_To_Cart,/account,2025-05-02 16:04:00+00:00,Other,0 days 18:06:36,True,8
133,37.0,page_view,/account,2025-05-06 04:03:23+00:00,Other,3 days 11:59:23,True,9
1851,37.0,search,/product/105,2025-05-29 16:52:35+00:00,Desktop,23 days 12:49:12,True,10
258,37.0,Click,/checkout,2025-06-06 18:25:54+00:00,Mobile,8 days 01:33:19,True,11
1409,37.0,PAGEVIEW,/home,2025-06-24 12:40:33+00:00,Other,17 days 18:14:39,True,12
1383,37.0,log_out,/account,2025-07-03 15:09:31+00:00,Desktop,9 days 02:28:58,True,13
1618,37.0,Purchase,/cart,2025-07-12 08:55:00+00:00,Desktop,8 days 17:45:29,True,14
1017,38.0,ADD TO CART,/search,2025-01-22 16:11:25+00:00,Desktop,,False,0
1884,38.0,Add_To_Cart,/account,2025-02-05 13:35:36+00:00,Desktop,13 days 21:24:11,True,1
1249,38.0,page_view,/cart,2025-02-05 22:16:00+00:00,Mobile,0 days 08:40:24,True,2
855,38.0,CLICK ,/home,2025-02-08 18:01:06+00:00,Desktop,2 days 19:45:06,True,3
1811,38.0,Click,/account,2025-02-11 03:25:37+00:00,Other,2 days 09:24:31,True,4
514,38.0, purchase ,/checkout,2025-02-11 19:13:18+00:00,Mobile,0 days 15:47:41,True,5
1467,38.0,PURCHASE,/help,2025-02-28 01:00:44+00:00,Other,16 days 05:47:26,True,6
565,38.0,purchase,/help,2025-03-01 19:50:42+00:00,Mobile,1 days 18:49:58,True,7
172,38.0,page_view,/product/101,2025-03-16 11:51:00+00:00,Other,14 days 16:00:18,True,8
355,38.0,log_out,/product/105,2025-03-23 09:36:50+00:00,Desktop,6 days 21:45:50,True,9
990,38.0,click,/checkout,2025-04-03 14:47:56+00:00,Mobile,11 days 05:11:06,True,10
520,38.0,log_out,/products,2025-04-04 10:52:08+00:00,Desktop,0 days 20:04:12,True,11
170,38.0,log_out,/product/105,2025-05-04 10:15:00+00:00,Mobile,29 days 23:22:52,True,12
1707,38.0,Logout,/home,2025-05-06 16:34:01+00:00,Desktop,2 days 06:19:01,True,13
365,38.0,pageview,/cart,2025-05-25 08:03:00+00:00,Mobile,18 days 15:28:59,True,14
968,38.0,Add_To_Cart,/home,2025-05-30 09:09:37+00:00,Desktop,5 days 01:06:37,True,15
1358,38.0,ADD TO CART,/help,2025-06-11 02:41:00+00:00,Other,11 days 17:31:23,True,16
177,38.0,purchase,/cart,2025-07-05 07:57:00+00:00,Other,24 days 05:16:00,True,17
60,39.0,Search,/account,2025-01-19 14:38:30+00:00,Other,,False,0
164,39.0,PURCHASE,/account,2025-02-04 10:57:00+00:00,Desktop,15 days 20:18:30,True,1
440,39.0,page_view,/help,2025-02-21 05:42:22+00:00,Mobile,16 days 18:45:22,True,2
1719,39.0,clik,/products,2025-03-26 18:33:00+00:00,Other,33 days 12:50:38,True,3
650,39.0,Search,/home,2025-03-28 13:43:00+00:00,Other,1 days 19:10:00,True,4
383,39.0,search,/checkout,2025-03-29 02:53:00+00:00,Desktop,0 days 13:10:00,True,5
1012,39.0,PURCHASE,/product/101,2025-04-06 21:09:37+00:00,Mobile,8 days 18:16:37,True,6
1578,39.0,Add_To_Cart,/home,2025-04-16 07:42:00+00:00,Desktop,9 days 10:32:23,True,7
293,39.0,Purchase,/products,2025-05-04 05:31:52+00:00,Mobile,17 days 21:49:52,True,8
1586,39.0,logout,/product/105,2025-05-16 20:44:00+00:00,Mobile,12 days 15:12:08,True,9
1761,39.0,Page_View,/cart,2025-06-27 11:37:00+00:00,Mobile,41 days 14:53:00,True,10
1766,39.0,Purchase,/account,2025-07-06 20:08:53+00:00,Other,9 days 08:31:53,True,11
48,39.0,clik,/orders,2025-07-13 23:08:50+00:00,Mobile,7 days 02:59:57,True,12
294,39.0,log_out,/products,2025-07-17 10:22:00+00:00,Other,3 days 11:13:10,True,13
1903,39.0,search,/products,2025-07-18 18:39:00+00:00,Mobile,1 days 08:17:00,True,14
347,40.0,click,/search,2025-01-24 22:29:00+00:00,Desktop,,False,0
1381,40.0,Click,/products,2025-02-03 20:56:52+00:00,Other,9 days 22:27:52,True,1
