event_id,customer_id,event_type,page_url,event_timestamp,device_type
591,78.0,log_out,/account,2025-04-11 02:34:24,
1892,50.0,PAGEVIEW,/home,11/01/2025 12:25,Mobile
1977,24.0,CLICK ,/product/105,2025-04-12T14:24:39Z,MOBILE
1133,33.0,ADD TO CART,/account,2025-03-15T14:01:28Z,
986,95.0,clik,/cart,04/03/2025 05:20,
399,42.0,clik,/product/105,26/02/2025 02:30,Mobile
1512,, page_view,/orders,13/05/2025 05:10,
437,89.0,PURCHASE,/product/101,2025-01-08 23:52:07,MOBILE
193,86.0,Add_To_Cart,/cart,07/02/2025 01:44,Desktop
1436,85.0,PAGEVIEW,/products,2025-05-20T02:15:23Z,
615,77.0,PURCHASE,/product/101,14/06/2025 01:33,desktop
1494,83.0,logout,/search,2025-07-20 17:41:08,Tablet
577,9.0,Click,/product/105,27/06/2025 11:20,Desktop
987,6.0, purchase ,/product/105,2025-06-05 18:24:03,Mobile
1433,63.0,Add_To_Cart,/product/105,2025-07-15 10:27:11,
707,3.0,clik,/help,06/02/2025 02:27,tablet
1259,16.0,add-to-cart,/home,14/04/2025 18:12,MOBILE
142,13.0,LOG OUT,/account,17/06/2025 15:36,Mobile
1358,38.0,ADD TO CART,/help,11/06/2025 02:41,Tablet
3,22.0,serach,/product/101,2025-03-04 01:36:44,Desktop
1222,51.0,purchase,/cart,2025-06-07T16:04:53Z,desktop
1870,12.0,Click,/product/105,2025-01-23 09:36:36,Mobile
1623,62.0,PURCHASE,/cart,2025-05-13T11:12:18Z,tablet
340,62.0,Click,/checkout,07/07/2025 16:19,MOBILE
1770,96.0, purchase ,/product/105,2025-06-06T00:00:33Z,mobile
1537,, page_view,/help,21/05/2025 01:04,
484,53.0,PAGEVIEW,/cart,2025-04-26T07:23:37Z,
266,99.0,Add_To_Cart,/home,18/02/2025 13:56,tablet
377,33.0,search,/search,2025-03-12T13:44:57Z,Tablet
742,63.0,serach,/products,2025-01-10 17:09:30,Desktop
1014,62.0,clik,/search,27/04/2025 19:16,mobile
440,39.0,page_view,/help,2025-02-21 05:42:22,mobile
272,24.0,add-to-cart,/home,16/07/2025 22:15,Desktop
185,22.0,serach,/products,20/02/2025 06:07,Desktop
940,99.0,LOG OUT,/product/101,17/04/2025 00:28,Mobile
245,30.0,PURCHASE,/orders,2025-06-29 08:15:18,tablet
932,23.0,ADD TO CART,/checkout,01/01/2025 19:38,mobile
446,38.0,Purchase,/products,2025-05-02 21:23:11,
597,73.0, purchase ,,24/01/2025 09:41,Tablet
818,46.0, purchase ,,2025-02-10T11:32:54Z,Desktop
1273,6.0,purchase,/products,2025-05-21 14:45:08,Desktop
1677,62.0,page_view,/account,2025-07-05 11:52:37,Mobile
487,80.0,PURCHASE,/product/101,24/05/2025 01:37,MOBILE
681,2.0,Purchase,/products,09/02/2025 13:07,Mobile
416,44.0,add-to-cart,/help,16/05/2025 17:28,MOBILE
274,94.0,logout,/cart,2025-03-18 06:23:56,Desktop
1472,2.0,add-to-cart,/product/101,2025-04-15T08:54:10Z,tablet
1830,67.0,log_out,/help,15/02/2025 01:44,Desktop
1455,17.0,logout,/orders,06/07/2025 00:55,
56,49.0,ADD TO CART,/help,17/02/2025 17:16,
414,90.0,Click,/orders,2025-01-06T09:26:43Z,MOBILE
1386,9.0,Logout,/home,2025-06-09T02:03:24Z,Mobile
1308,93.0,pageview,/home,2025-02-20T07:37:05Z,Desktop
716,50.0,purchase,/products,06/07/2025 08:09,MOBILE
311,73.0,add_to_cart,/orders,2025-07-04 03:11:20,Mobile
927,73.0,CLICK ,/home,21/03/2025 04:51,tablet
382,52.0,pageview,,2025-06-26T15:07:36Z,Tablet
1566,16.0,CLICK ,/product/105,2025-06-20T04:58:53Z,Tablet
426,57.0, purchase ,/cart,06/07/2025 13:46,MOBILE
1875,85.0,PURCHASE,/account,2025-06-25 23:26:53,
533,34.0,serach,/search,2025-05-06 23:26:52,MOBILE
753,79.0, page_view,/help,2025-01-26T20:28:32Z,Mobile
766,66.0,CLICK ,/products,2025-01-08 10:08:14,MOBILE
1357,5.0,pageview,/product/105,2025-05-19T13:46:38Z,desktop
409,11.0,add_to_cart,/orders,2025-06-22 11:56:03,tablet
1615,82.0,Add_To_Cart,/help,2025-02-27T10:13:03Z,Tablet
695,84.0,clik,/products,2025-05-20T19:21:19Z,
1739,35.0,add_to_cart,/product/105,16/07/2025 10:34,MOBILE
549,,PURCHASE,/help,2025-06-24T12:22:53Z,Desktop
937,58.0,PURCHASE,/orders,29/01/2025 05:27,mobile
1390,85.0,search,/account,2025-02-16T22:28:07Z,
1608,68.0, purchase ,/checkout,2025-06-13T06:40:43Z,desktop
1940,9.0, page_view,/account,19/07/2025 19:04,Mobile
1482,90.0,search,/orders,12/04/2025 14:30,
183,47.0,clik,/checkout,2025-06-08T19:30:45Z,Tablet
1941,89.0,add_to_cart,/search,2025-06-18T05:55:34Z,Tablet
1161,96.0,clik,/home,2025-02-27T10:55:43Z,
171,74.0,click,/orders,2025-07-05T03:57:16Z,Desktop
293,39.0,Purchase,/products,2025-05-04T05:31:52Z,mobile
562,56.0,LOG OUT,/cart,2025-05-02 07:21:53,Tablet
1457,81.0,add-to-cart,/help,08/06/2025 07:44,
1877,57.0,Search,/product/105,2025-02-22 06:50:26,Mobile
1652,75.0,PAGEVIEW,,2025-02-12T00:55:23Z,tablet
850,79.0, page_view,/product/101,2025-03-12 08:55:31,Desktop
273,5.0,search,/orders,23/02/2025 15:24,Tablet
1550,41.0, purchase ,/product/101,2025-01-25 12:35:33,Mobile
1035,23.0,PAGEVIEW,/checkout,09/07/2025 07:20,mobile
1744,24.0,Purchase,/checkout,2025-02-12 01:59:16,MOBILE
372,68.0,page_view,/orders,21/04/2025 19:58,Tablet
1670,25.0,PAGEVIEW,/home,2025-02-15T08:15:56Z,Desktop
722,55.0,search,/help,02/06/2025 05:01,MOBILE
734,65.0,SEARCH,/search,28/03/2025 09:23,Mobile
778,59.0,search,/checkout,2025-01-27 00:14:03,MOBILE
519,79.0,pageview,/home,2025-02-12 20:07:55,Tablet
335,44.0, purchase ,/home,2025-05-04T04:40:29Z,Tablet
846,93.0,add-to-cart,/account,26/05/2025 16:16,
1252,75.0,click,/cart,2025-07-14 17:48:34,
1053,8.0,Page_View,/home,16/05/2025 00:00,desktop
1924,45.0,Logout,/help,2025-06-04 23:35:15,Tablet
16,86.0,clik,/checkout,02/01/2025 08:24,desktop
708,68.0,pageview,/products,2025-01-06T03:52:00Z,Mobile
901,45.0,CLICK ,/cart,20/04/2025 18:46,tablet
1980,18.0,add-to-cart,/products,2025-05-15 04:56:38,
1573,47.0,PURCHASE,/help,2025-03-11T12:24:59Z,
904,1.0,click,/help,12/02/2025 15:55,mobile
466,53.0,Page_View,/account,2025-03-15T20:10:16Z,Desktop
1978,57.0,Click,/product/105,2025-03-28 20:09:02,Desktop
200,24.0,Logout,/account,2025-04-14 02:22:14,Tablet
1207,28.0,add_to_cart,/search,06/06/2025 14:22,desktop
1056,69.0,PAGEVIEW,/cart,2025-06-24 05:37:33,mobile
1132,22.0,click,/help,2025-05-23 11:32:24,Desktop
1380,17.0,logout,/products,2025-04-20 10:01:08,Mobile
999,21.0,Add_To_Cart,/product/105,07/01/2025 04:56,mobile
728,48.0,CLICK ,/products,03/04/2025 19:49,Mobile
1772,18.0,clik,/help,2025-07-17T18:46:29Z,Mobile
1910,20.0,log_out,/orders,2025-07-17T09:53:19Z,Tablet
1822,94.0,CLICK ,/cart,08/07/2025 11:49,
568,80.0,Click,/home,2025-03-21T18:27:32Z,Tablet
44,51.0, purchase ,/help,2025-06-28 07:19:43,Mobile
275,31.0,add_to_cart,/product/101,2025-05-30 03:25:50,Mobile
1097,87.0,PURCHASE,/checkout,20/07/2025 13:26,MOBILE
102,93.0,pageview,/checkout,2025-06-22T01:11:14Z,Mobile
1232,14.0,Logout,/product/105,2025-06-24T21:54:47Z,
1722,11.0,add_to_cart,/home,2025-06-08T21:58:55Z,MOBILE
1833,44.0,clik,/products,2025-01-08T07:53:50Z,desktop
108,8.0,Click,/cart,2025-03-22T12:44:53Z,Tablet
1618,37.0,Purchase,/cart,12/07/2025 08:55,Desktop
498,52.0,Search,/products,21/04/2025 23:51,MOBILE
1981,42.0,ADD TO CART,/checkout,10/04/2025 01:58,Tablet
882,6.0,Purchase,/help,2025-05-18 06:49:40,Tablet
757,74.0,clik,/product/105,2025-04-11T01:51:59Z,tablet
620,47.0,clik,/search,2025-06-06 23:27:48,
1107,92.0,search,/checkout,2025-04-03T22:43:38Z,mobile
1936,80.0,purchase,/home,2025-05-06 15:12:41,mobile
810,67.0,page_view,/home,2025-06-16 03:21:38,desktop
1038,72.0,purchase,/product/105,2025-07-02T19:58:56Z,tablet
73,65.0, purchase ,/account,2025-04-24T15:10:05Z,Mobile
1284,49.0,purchase,/help,2025-06-27 04:57:03,
1272,46.0,CLICK ,/search,2025-05-24 00:44:04,MOBILE
1335,6.0,clik,,20/06/2025 16:27,tablet
1459,18.0,Search,/home,2025-07-19T15:23:15Z,tablet
482,73.0,serach,/search,2025-05-07 03:14:45,Desktop
1069,33.0,serach,/cart,2025-03-14 18:16:06,tablet
507,79.0,serach,/cart,2025-02-04 00:12:07,Desktop
1238,37.0,clik,/orders,2025-02-15 17:41:12,tablet
1862,33.0,click,/orders,2025-07-01T08:40:51Z,Tablet
1990,70.0,logout,/cart,2025-06-30T16:27:02Z,Tablet
1477,10.0,Click,/search,2025-05-18T19:48:47Z,
1867,85.0,CLICK ,/cart,2025-07-19T20:55:20Z,Tablet
1456,35.0,add-to-cart,/orders,2025-01-27T07:53:20Z,MOBILE
312,53.0,add-to-cart,/cart,2025-02-18 03:08:11,desktop
963,92.0,serach,/account,2025-01-27T04:54:16Z,mobile
406,17.0,click,/home,2025-03-20T05:45:29Z,Mobile
1331,53.0,Page_View,/help,2025-03-29 00:35:51,tablet
1650,15.0,PURCHASE,/cart,2025-06-15 12:54:12,Mobile
310,17.0,Click,/product/101,30/06/2025 16:58,MOBILE
227,74.0,CLICK ,/product/101,2025-04-14 19:36:40,desktop
1858,19.0,log_out,/products,2025-07-16T07:01:00Z,MOBILE
711,,page_view,/orders,2025-05-11 13:09:00,Mobile
1944,15.0, page_view,,2025-03-14 00:37:15,desktop
1384,82.0,SEARCH,/account,2025-01-02T04:23:54Z,MOBILE
1786,12.0,SEARCH,/orders,03/01/2025 15:47,Tablet
149,21.0,add_to_cart,,2025-01-13 05:54:36,Desktop
1555,68.0, page_view,/checkout,2025-07-01T06:44:00Z,MOBILE
1957,2.0,purchase,/orders,2025-02-03T11:31:52Z,
926,55.0,log_out,,2025-05-12T05:59:19Z,
943,93.0, page_view,/orders,2025-01-21T10:59:40Z,desktop
837,96.0,logout,/home,2025-03-05 01:04:03,
576,15.0,CLICK ,/search,2025-04-06T21:10:33Z,tablet
558,94.0,click,/orders,2025-06-24 17:56:29,tablet
1236,1.0,Page_View,/search,01/01/2025 13:03,
1361,85.0, purchase ,/account,2025-06-09T18:58:27Z,
1348,22.0,page_view,/product/101,2025-05-06 18:34:52,mobile
1162,57.0,page_view,/product/101,09/07/2025 19:36,
1443,76.0,search,/cart,23/01/2025 18:27,tablet
287,68.0,Logout,/orders,2025-04-17T23:06:49Z,Tablet
1605,94.0,CLICK ,/products,27/05/2025 07:48,tablet
1058,32.0,clik,/product/105,11/01/2025 11:03,mobile
599,13.0,Page_View,/product/101,2025-06-10 17:18:42,Desktop
933,18.0,Page_View,/cart,28/03/2025 12:41,MOBILE
1462,77.0,purchase,,2025-06-17 20:36:19,desktop
1638,8.0,SEARCH,/product/105,2025-02-14T07:47:37Z,desktop
1588,24.0,serach,/product/105,2025-07-04T11:39:22Z,Desktop
1041,29.0,Click,/home,06/01/2025 19:30,tablet
1231,64.0,Click,,03/01/2025 20:23,Tablet
807,81.0,clik,/account,2025-05-15T14:44:20Z,Tablet
905,7.0, purchase ,/search,09/05/2025 03:15,tablet
1680,23.0,Page_View,/account,2025-06-28 12:34:24,Tablet
1205,50.0,purchase,/help,12/05/2025 17:30,mobile
768,25.0,CLICK ,/account,2025-07-16 18:19:10,
610,9.0,ADD TO CART,/home,2025-02-25T13:19:49Z,
1993,14.0,ADD TO CART,/product/105,2025-01-02T22:04:11Z,
1565,73.0,PAGEVIEW,/help,2025-04-27 06:08:54,tablet
1423,92.0,page_view,/cart,2025-05-16 08:31:19,tablet
1011,19.0,page_view,/account,07/06/2025 03:15,MOBILE
494,32.0,search,,24/06/2025 21:07,mobile
1321,72.0,Click,/orders,2025-03-16 23:02:07,desktop
278,97.0,Purchase,/home,2025-04-02 23:08:16,
1847,54.0,add-to-cart,/home,2025-05-20 00:42:45,MOBILE
359,47.0,CLICK ,/product/101,2025-01-19T20:01:09Z,
1111,85.0,Click,/product/105,11/04/2025 15:09,Desktop
237,66.0,add_to_cart,/product/101,2025-06-12 00:51:05,
552,59.0,add_to_cart,/product/101,2025-01-01 19:30:00,MOBILE
1868,75.0,Logout,/product/101,2025-03-31T00:48:06Z,MOBILE
1813,80.0,CLICK ,/product/101,15/01/2025 23:07,desktop
209,85.0,Click,/product/101,20/05/2025 09:40,Tablet
1387,67.0,add-to-cart,/product/101,2025-05-22T14:22:01Z,MOBILE
1561,4.0,SEARCH,/products,2025-04-11 05:09:36,Desktop
59,94.0,Search,/search,27/06/2025 02:52,
632,80.0,Search,/products,07/04/2025 03:17,Mobile
1962,74.0,clik,/home,2025-07-03 17:27:02,
1860,,PAGEVIEW,/product/105,2025-02-05 03:37:40,desktop
1817,48.0, purchase ,/checkout,02/07/2025 17:24,tablet
364,70.0,add_to_cart,/checkout,03/01/2025 15:29,Tablet
506,1.0,Page_View,/search,2025-04-14T21:47:38Z,
1166,30.0,Add_To_Cart,,2025-01-16 16:50:00,
1122,19.0, page_view,/products,18/07/2025 04:28,
1630,38.0,Purchase,,2025-03-01T21:28:45Z,tablet
1217,85.0,add_to_cart,/account,2025-04-21 04:26:30,Tablet
1152,52.0,click,,2025-01-08 09:07:13,mobile
1125,51.0,logout,/cart,2025-07-13T18:02:56Z,Mobile
1595,20.0,click,/products,2025-03-16T08:09:22Z,MOBILE
119,61.0,Logout,/product/101,2025-06-18T07:17:34Z,Mobile
1250,53.0,LOG OUT,/products,2025-07-09 09:26:01,desktop
1994,90.0,Click,/product/105,16/05/2025 22:58,desktop
523,47.0,Purchase,/home,13/05/2025 02:05,tablet
514,38.0, purchase ,/checkout,2025-02-11T19:13:18Z,mobile
82,69.0,Purchase,/search,2025-03-14 10:35:36,
916,73.0,pageview,/search,2025-01-24 05:46:05,Tablet
1019,69.0,Click,/checkout,2025-06-24T05:40:40Z,Desktop
381,1.0,serach,/cart,2025-03-26T12:36:00Z,
1030,73.0,log_out,/home,2025-06-01 20:06:36,mobile
1689,33.0,Page_View,/home,2025-05-19T18:35:12Z,Mobile
85,81.0,Search,/account,30/06/2025 03:00,mobile
1678,69.0,SEARCH,/product/105,09/06/2025 04:29,tablet
330,94.0,logout,/search,2025-06-04T22:18:27Z,Tablet
7,91.0,serach,/checkout,2025-05-24 23:17:18,
746,69.0,clik,/checkout,2025-05-27T12:52:00Z,Desktop
1554,30.0,click,/cart,2025-03-13 15:17:41,MOBILE
915,6.0,clik,/product/101,01/01/2025 09:17,mobile
874,72.0,search,/home,2025-05-31T12:55:14Z,Desktop
452,63.0,LOG OUT,/orders,2025-07-15 01:27:56,tablet
491,30.0,PURCHASE,/product/101,22/04/2025 03:57,Mobile
1481,70.0,CLICK ,/help,2025-03-26 07:56:19,Mobile
288,90.0,Page_View,/product/101,2025-05-10T10:42:10Z,
949,45.0,clik,/search,28/06/2025 05:43,tablet
1986,11.0, page_view,/cart,2025-02-03T15:17:01Z,tablet
1369,78.0,add_to_cart,/product/105,10/05/2025 03:35,Tablet
1147,83.0,Logout,/home,2025-06-10T04:38:21Z,MOBILE
706,62.0,clik,/product/101,2025-02-15T06:36:31Z,MOBILE
1727,92.0,ADD TO CART,/home,2025-03-18 06:45:29,tablet
1702,60.0,PURCHASE,/orders,2025-07-07T07:39:22Z,Tablet
1629,27.0,Click,/account,2025-06-21 23:08:02,Desktop
1600,8.0,add-to-cart,/product/105,04/07/2025 15:42,mobile
1539,37.0,SEARCH,,2025-04-11 15:29:24,Tablet
1406,49.0,Click,/home,2025-07-04T01:28:08Z,Tablet
1651,26.0,ADD TO CART,/cart,2025-01-05T09:32:53Z,
328,59.0,add_to_cart,/products,2025-03-24 11:57:24,tablet
443,91.0,Search,/search,28/01/2025 05:53,tablet
775,22.0,log_out,/product/105,2025-03-14T00:41:50Z,Mobile
1088,47.0,add-to-cart,/search,2025-02-14T09:19:06Z,MOBILE
1221,12.0,ADD TO CART,,2025-05-30 02:02:39,Desktop
1636,2.0,Click,/cart,2025-04-23 02:46:44,tablet
178,86.0,logout,/account,2025-03-05T15:22:42Z,tablet
1323,6.0,SEARCH,/help,14/01/2025 03:42,Mobile
705,57.0,Add_To_Cart,/help,2025-07-12 12:09:28,tablet
87,12.0,page_view,/checkout,2025-03-18 04:24:49,MOBILE
1884,38.0,Add_To_Cart,/account,2025-02-05 13:35:36,desktop
1948,49.0,Purchase,/product/105,2025-03-29 23:26:08,Mobile
458,15.0,pageview,,18/06/2025 13:36,desktop
1829,17.0,log_out,/orders,2025-06-05T01:26:57Z,Mobile
55,36.0,purchase,/checkout,2025-03-05T23:40:31Z,Desktop
1502,48.0,Purchase,/checkout,20/01/2025 18:29,Mobile
644,56.0,CLICK ,/products,2025-01-29T02:21:47Z,Desktop
678,48.0,Add_To_Cart,/orders,31/01/2025 09:19,desktop
222,59.0,PAGEVIEW,/products,2025-05-14T20:53:17Z,desktop
114,,Page_View,/search,24/01/2025 10:07,Mobile
983,34.0,ADD TO CART,/product/101,06/07/2025 11:53,
1229,42.0,serach,/checkout,2025-07-12 18:55:44,Mobile
1000,,Search,/account,23/04/2025 12:12,mobile
175,84.0,click,/product/101,2025-01-16T05:06:26Z,
782,67.0,log_out,/search,2025-03-24 23:30:14,desktop
590,55.0,PURCHASE,/checkout,2025-05-26 01:59:08,Tablet
1560,77.0,search,/search,2025-06-05T01:55:10Z,
19,59.0,LOG OUT,/account,2025-05-01 17:51:42,Desktop
424,87.0,pageview,/account,2025-03-23 19:38:32,Tablet
1344,,Page_View,/account,12/05/2025 21:20,
286,94.0,add_to_cart,/product/105,2025-01-25T03:46:14Z,tablet
1584,57.0,page_view,/checkout,2025-05-13 21:02:02,MOBILE
429,49.0,purchase,/cart,19/03/2025 15:35,Desktop
1510,91.0,search,/products,26/02/2025 22:57,desktop
1319,78.0, page_view,/product/101,2025-01-19 10:47:13,MOBILE
670,90.0,ADD TO CART,/help,13/01/2025 05:20,MOBILE
32,53.0,Purchase,/orders,2025-02-27 09:54:45,
941,46.0,log_out,/product/105,2025-05-17 03:08:46,
723,,Purchase,/product/101,05/02/2025 23:33,
995,10.0,LOG OUT,/search,2025-06-27 23:52:27,tablet
66,29.0,serach,/cart,04/02/2025 21:46,
814,16.0,Purchase,/product/105,2025-05-20T08:52:39Z,
327,12.0,Purchase,/product/101,2025-06-06T21:44:44Z,
561,29.0,purchase,/product/105,2025-03-26T09:04:40Z,mobile
1113,86.0,page_view,/checkout,2025-06-05T09:09:15Z,
701,71.0,click,/orders,11/01/2025 20:09,MOBILE
1579,88.0,pageview,/products,2025-05-16 11:58:10,mobile
1190,88.0,click,/search,06/01/2025 12:36,tablet
25,88.0,PAGEVIEW,/search,2025-01-27T16:49:42Z,desktop
630,84.0,Purchase,/product/101,2025-06-30 04:12:31,
148,82.0,search,/product/105,02/06/2025 14:11,
1310,42.0, page_view,/orders,2025-07-19T17:46:55Z,Mobile
361,55.0, purchase ,/checkout,19/04/2025 19:00,Desktop
84,17.0,Add_To_Cart,/cart,2025-04-03T08:05:23Z,MOBILE
49,45.0,Purchase,/products,16/07/2025 19:38,Mobile
469,9.0,PURCHASE,/products,2025-07-05T04:15:07Z,
156,82.0,SEARCH,/orders,2025-02-13 21:56:35,desktop
773,78.0,click,/orders,2025-06-05T21:04:36Z,tablet
1240,54.0,Purchase,/product/101,2025-07-15T09:19:34Z,
1201,64.0,Page_View,/products,05/04/2025 09:07,tablet
1403,12.0,PURCHASE,/orders,2025-06-06T06:58:00Z,tablet
1203,39.0,click,/product/105,2025-03-06T15:25:29Z,
1631,89.0,serach,/orders,2025-01-09T17:50:57Z,Tablet
501,92.0,purchase,/cart,2025-01-21 15:19:09,desktop
1765,57.0,logout,/help,2025-01-09T15:18:39Z,MOBILE
180,63.0,ADD TO CART,/home,2025-05-21 20:24:25,mobile
1048,87.0,clik,/product/101,2025-06-24 18:20:55,Mobile
1756,91.0,serach,/products,2025-01-29 18:10:35,
951,41.0,purchase,/product/101,12/02/2025 19:22,tablet
1317,44.0, purchase ,/account,2025-07-10 01:33:44,mobile
1620,34.0,PURCHASE,/product/105,2025-03-11T13:16:01Z,
529,48.0,LOG OUT,/products,2025-06-16T03:28:19Z,Mobile
347,40.0,click,/search,24/01/2025 22:29,desktop
1388,52.0, page_view,/product/101,31/03/2025 15:29,Tablet
1961,34.0,Search,/search,26/05/2025 14:44,Desktop
1051,61.0,Add_To_Cart,/products,15/02/2025 22:27,
1973,55.0,pageview,/product/105,24/03/2025 22:38,
1442,77.0,Logout,/search,11/04/2025 18:42,Mobile
602,25.0,PAGEVIEW,/products,04/02/2025 10:42,
1282,22.0,LOG OUT,/search,2025-06-02 17:42:36,
244,97.0, purchase ,/help,04/05/2025 03:16,Desktop
1337,49.0,LOG OUT,/products,05/06/2025 02:54,Mobile
1068,89.0,search,/products,06/05/2025 02:11,MOBILE
1476,35.0,serach,/cart,05/04/2025 09:41,MOBILE
313,79.0,Click,/home,2025-06-26T15:08:32Z,
436,65.0,click,/account,2025-01-20 03:52:08,
1899,24.0, page_view,/product/101,2025-06-23T00:30:12Z,MOBILE
1329,54.0, page_view,/product/101,2025-03-21T17:46:14Z,Desktop
309,87.0,Search,/account,2025-02-09T13:19:58Z,Tablet
431,98.0,pageview,/checkout,2025-05-25T13:55:16Z,
661,74.0,click,/orders,2025-07-12T01:05:07Z,desktop
371,91.0,Add_To_Cart,/orders,04/01/2025 09:59,tablet
567,2.0,pageview,/product/105,02/02/2025 20:32,tablet
980,87.0,PURCHASE,/orders,2025-02-19 03:48:14,desktop
182,72.0,pageview,/help,2025-05-11T17:13:41Z,
1363,,Search,/product/105,2025-06-28T08:56:01Z,Tablet
622,78.0,Add_To_Cart,/search,2025-02-18T00:00:55Z,Tablet
819,91.0,logout,/product/101,01/04/2025 20:46,
1193,90.0,add_to_cart,/orders,26/04/2025 04:18,desktop
953,28.0,LOG OUT,/product/101,16/07/2025 23:25,Tablet
1422,14.0,search,/search,2025-05-11 01:26:28,Desktop
1841,49.0, page_view,/product/101,2025-07-20T14:27:15Z,Mobile
923,5.0,PAGEVIEW,/home,2025-05-02 10:21:41,MOBILE
1074,93.0,purchase,/product/105,2025-03-15T17:10:09Z,Tablet
297,19.0, page_view,/help,21/05/2025 12:16,
967,92.0,SEARCH,/search,2025-06-22T09:09:47Z,MOBILE
462,35.0,log_out,/account,2025-01-20T20:52:19Z,desktop
1303,30.0,ADD TO CART,/orders,2025-03-17T06:55:58Z,Mobile
1177,60.0,click,/cart,22/02/2025 19:50,MOBILE
378,100.0, page_view,/account,2025-01-16 08:52:16,
799,49.0,add-to-cart,/orders,23/06/2025 11:56,tablet
1103,24.0,search,/search,02/01/2025 02:11,MOBILE
106,68.0, purchase ,/home,2025-02-06 22:17:05,Desktop
127,96.0,ADD TO CART,/product/101,2025-01-23T22:42:40Z,Tablet
1996,17.0,log_out,/home,2025-05-20T09:04:24Z,Mobile
839,70.0,SEARCH,/product/105,19/03/2025 11:49,Desktop
356,56.0,add_to_cart,,11/05/2025 12:54,Mobile
1617,11.0,LOG OUT,/orders,2025-05-24T18:48:21Z,tablet
683,85.0,Click,/checkout,2025-01-02T11:56:55Z,Desktop
813,1.0,pageview,/products,2025-01-27T15:01:53Z,
1681,13.0,Purchase,/cart,01/06/2025 18:57,Tablet
210,2.0,Logout,/products,2025-05-27T19:25:34Z,mobile
177,38.0,purchase,/cart,05/07/2025 07:57,Tablet
141,2.0,log_out,/products,2025-02-07 18:37:37,mobile
1975,32.0,search,/help,07/01/2025 19:23,Desktop
1340,98.0,Search,/help,2025-01-05T17:51:05Z,
1798,65.0,search,/orders,31/05/2025 13:34,tablet
1575,80.0,add_to_cart,/checkout,13/04/2025 19:09,tablet
1182,85.0,page_view,/checkout,2025-07-04 08:18:27,Desktop
1394,72.0,add-to-cart,/products,15/06/2025 14:47,Desktop
1816,,add_to_cart,/account,2025-01-20 00:20:54,Mobile
712,50.0,SEARCH,/product/105,2025-06-25T12:43:56Z,mobile
1794,19.0,ADD TO CART,/product/105,2025-03-20T23:26:56Z,tablet
893,64.0,ADD TO CART,,2025-06-26 18:38:26,desktop
860,46.0,PAGEVIEW,/search,2025-04-25 13:14:36,
10,21.0, purchase ,/product/105,2025-03-15 10:18:41,mobile
1695,97.0,add_to_cart,/home,2025-03-17T09:16:08Z,Mobile
1428,4.0,page_view,/search,20/06/2025 14:07,Mobile
283,85.0,Click,/home,2025-05-05T06:06:02Z,tablet
811,89.0,page_view,/help,2025-07-09 22:03:44,
1342,68.0,add_to_cart,/product/105,2025-04-27 07:05:59,Tablet
292,66.0,Logout,,02/04/2025 04:08,Desktop
755,83.0,serach,/home,20/07/2025 07:32,desktop
627,76.0,pageview,/product/105,12/02/2025 13:16,
944,3.0,SEARCH,/products,2025-04-21T03:50:12Z,desktop
862,19.0,Search,/product/101,04/01/2025 05:07,
130,10.0,PAGEVIEW,/home,27/01/2025 02:21,MOBILE
1176,55.0,Click,/cart,2025-06-25T11:45:34Z,Tablet
324,,add_to_cart,/search,2025-05-08T17:51:00Z,
1091,,SEARCH,/search,16/02/2025 14:57,Tablet
844,85.0,PAGEVIEW,/home,31/03/2025 00:58,desktop
964,47.0,Add_To_Cart,/product/105,2025-02-23T08:06:21Z,mobile
1865,60.0,SEARCH,/account,14/05/2025 10:40,
866,1.0,add-to-cart,/account,15/02/2025 16:46,mobile
922,34.0,pageview,/product/101,2025-04-30T18:20:23Z,tablet
696,26.0,click,/product/101,2025-05-21T22:16:57Z,Tablet
216,100.0,logout,/product/101,2025-01-21 08:54:52,
1781,60.0,Add_To_Cart,/account,2025-02-26 11:29:01,desktop
1262,44.0,Click,/products,2025-03-25T13:24:42Z,desktop
159,25.0,serach,/orders,14/01/2025 04:08,tablet
1059,12.0,add-to-cart,/orders,2025-03-14 10:08:28,desktop
989,20.0,Logout,/orders,2025-03-04T10:36:34Z,desktop
842,90.0,purchase,/home,09/01/2025 08:17,desktop
635,31.0,serach,/account,2025-04-02 10:51:06,
517,30.0,clik,/cart,2025-07-20T11:49:02Z,desktop
1362,34.0,logout,/help,2025-07-01T20:44:17Z,Mobile
1748,94.0,Purchase,/account,2025-05-28 13:13:11,Tablet
598,92.0,Purchase,/account,08/06/2025 23:27,MOBILE
196,96.0,log_out,/product/105,2025-06-30T22:41:23Z,
1784,29.0, purchase ,/home,2025-02-02 17:15:33,
870,6.0,Logout,/home,2025-01-07T11:13:18Z,tablet
411,15.0,Search,/product/105,10/03/2025 16:43,Mobile
97,95.0,click,/home,29/06/2025 00:10,
1001,23.0,logout,/product/101,31/01/2025 15:47,Tablet
1506,50.0,page_view,/orders,2025-06-15 17:09:17,tablet
157,17.0,Search,/checkout,26/02/2025 11:14,tablet
420,19.0,Logout,/orders,2025-01-07 12:59:31,
1803,31.0,serach,/products,2025-04-30 20:35:26,mobile
478,,CLICK ,/checkout,2025-01-29T05:15:33Z,MOBILE
1856,58.0,pageview,/product/101,2025-04-25 02:44:14,
